Codigo,Clave,Descripcion,Adelitas,Adelitas,San Agustin,San Agustin,Matriz,Matriz,Berriozabal,Berriozabal,H Ilustres,H Ilustres
Codigo,Clave,Descripcion,Inv,Class,Inv,Class,Inv,Class,Inv,Class,Inv,Class
11618,TRU LIAG-80,LIJA P/AGUA TRUPER G-80,16,A,40,A,63,A,17,C,28,A
11600,TRU LIME-36,LIJA P/FIERRO TRUPER LIME- 36 G-36,12,A,33,A,48,A,18,A,14,B
11601,TRU LIME-50,LIJA P/FIERRO TRUPER LIME- 50 G-50 GRUES,3,A,14,A,69,A,27,A,21,B
11602,TRU LIME-80,LIJA P/FIERRO TRUPER LIME- 80 G-80 MEDIA,19,A,32,A,32,A,10,A,14,A
11603,TRU LIME-120,LIJA P/FIERRO TRUPER LIME-120 G-120 FINA,9,A,22,A,16,A,5,A,20,A
11610,TRU LIMA-80,LIJA P/MADERA TRUPER G- 80,35,A,19,A,15,A,30,B,17,B
11611,TRU LIMA-100,LIJA P/MADERA TRUPER G-100,27,A,10,A,180,A,45,A,31,B
11612,TRU LIMA-120,LIJA P/MADERA TRUPER G-120,21,A,15,A,37,A,36,A,12,A
11613,TRU LIMA-150,LIJA P/MADERA TRUPER G-150,32,A,23,A,49,A,33,A,17,B
11614,TRU LIMA-180,LIJA P/MADERA TRUPER G-180,38,A,33,A,50,A,41,A,19,C
24490,TRU LMO-5/32P,LIMA P/MOTOSIERRA 5/32 LMO-5/32P PRETUL,4,A,6,A,8,A,12,A,0,Sin Mov
15125,TRU LTP-8,LIMA TRIANGULO PESADO 8 LTP-8 TRUPER,8,A,6,A,62,A,6,A,2,C
19679,TRU LTP-6M,LIMA TRIANGULO PESADO C/MANGO LTP-6M TRU,16,A,12,A,2,A,5,A,0,Sin Mov
19680,TRU LTP-7M,LIMA TRIANGULO PESADO C/MANGO LTP-7M TRU,8,A,6,A,13,A,1,A,0,Sin Mov
19681,TRU LTP-8M,LIMA TRIANGULO PESADO C/MANGO LTP-8M TRU,2,A,10,A,12,A,2,A,6,Sin Mov
17111,TRU KC-470,LIMPIADOR DE CARBURADOR 470 ML.KC-470 TR,5,A,3,A,25,A,5,A,0,Sin Mov
15400,TRU LLM-11,LLANA M/MADERA LISA LLM-11 TRUPER C/10 R,4,A,5,A,3,A,0,A,4,C
15413,TRU LLP-6C,LLANA M/PLASTICO DENTADO CUADRO LLP-6C T,5,A,2,A,4,A,0,B,5,C
11850,TRU N,LLANTA P/CARRETILLA SOLA 4 CAPAS N TRUPE,6,A,5,A,4,A,6,B,0,Sin Mov
21850,TRU ALL-P8P,LLAVE ALLEN 8 PZAS. STD ALL-P8P PRETUL,8,A,12,A,5,A,5,A,0,Sin Mov
49110,TRU ANG-01,LLAVE CONTROL ANG. FOSET 1/2X1/2 ANG-01,6,A,6,A,42,A,12,A,0,Sin Mov
49112,TRU ANG-02,LLAVE CONTROL ANG. FOSET 1/2X1/2 ANG-02,12,A,4,A,18,A,10,A,0,Sin Mov
16560,TRU LL-BRO-1/2,LLAVE P/BROQUERO 1/2 TRUPER LL-BRO-1/2,3,A,5,A,0,A,7,A,0,Sin Mov
16559,TRU LL-BRO-3/8,LLAVE P/BROQUERO 3/8 TRUPER LL-BRO-3/8,5,A,2,A,9,A,1,A,0,Sin Mov
15490,TRU LL-GA,LLAVE P/GAS CROMADA 7/8 CROMADA LL-GA OF,5,A,3,A,4,A,2,A,0,Sin Mov
21816,TRU PET-10P,LLAVE PERICO PRETUL N10 PET-10P,6,A,3,A,2,A,5,A,0,Sin Mov
23146,TRU LL-21P,LLAVE R.MANGUERA 1/2 LL-21P ESFERA FOSET,7,A,14,A,18,A,2,B,0,Sin Mov
49079,TRU LLE-110Z,LLAVE R.MANGUERA 1/2 LLE-110Z ESFERA FOS,6,A,15,A,9,A,6,A,0,Sin Mov
49053,TRU LLE-128L,LLAVE R.MANGUERA 1/2 LLE-128L ARCO,4,A,6,A,5,A,25,A,0,Sin Mov
49083,TRU LLE-140L,LLAVE R.MANGUERA 1/2 LLE-140L ESFERA FOS,8,A,2,A,0,A,14,A,0,Sin Mov
49979,TRU LLJ-110Z,LLAVE R.MANGUERA 1/2 LLJ-110Z FOSET ZAMA,1,A,13,A,14,A,0,A,0,Sin Mov
49085,TRU LLJ-120,LLAVE R.MANGUERA 1/2 LLJ-120 FOSET,5,A,15,A,6,A,9,A,0,Sin Mov
49082,TRU LLJ-140,LLAVE R.MANGUERA 1/2 LLJ-140 FOSET,9,A,17,A,12,A,15,A,0,Sin Mov
100817,TRU LLJ-140T,LLAVE R.MANGUERA 1/2 LLJ-140T TRUPER,1,A,9,A,0,A,11,A,0,Sin Mov
29030,TRU LL-17P,LLAVE R.MANGUERA PVC 1/2 PRETUL LL-17P,2,A,1,A,10,A,17,A,0,Sin Mov
65002,TRU PE-BAN-30,LLAVERO T/BANDOLA PE-BAN-30 PRETUL,22,A,20,A,30,A,29,A,0,Sin Mov
65015,TRU PE-DES-30,LLAVERO T/DESARMADOR Y DESTAPADOR PE-DES,20,A,28,A,56,A,25,A,0,Sin Mov
13337,TRU LLA-49,LLAVERO T/HERRAMIENTA TRUPER LLA-49,3,A,45,A,18,A,40,A,9,C
65005,TRU PE-PER-50,LLAVERO TIPO PERICO PRETUL PE-PER-50,19,A,19,A,108,A,27,A,0,Sin Mov
26003,TRU LINA-LL,LLAVERO-LINTERNA LED LINA-LL PRETUL,27,A,53,A,41,A,3,A,0,Sin Mov
23731,TRU LP-23,LONA PRETUL LP- 23 2 X 3 MTS.,1,A,5,A,22,A,0,A,4,Sin Mov
10652,TRU JCEA-3,JGO. DE MINICEPILLOS TRUPER D/ALAMB. C/3,2,A,3,A,0,A,0,A,0,Sin Mov
15023,TRU KIT-ROPI-420N,KIT P/PINTAR CHAROLA Y MINI RODILLOS 7 P,2,A,1,A,0,A,4,A,6,A
15362,TRU LT-33,LONA TRUPER GRIS LT- 33 3 X 3 MTS.,1,A,0,A,2,A,0,A,0,Sin Mov
15886,TRU T-460-20P,MACHETE PULIDO STD. T-460-20P 20 TRUPER,2,A,3,A,5,A,3,A,0,Sin Mov
18123,TRU MAND-7/16,MANDRIL P/CORTACIRCULO BIMETALICOS 1 3/8,2,A,1,A,2,A,6,B,0,Sin Mov
19255,TRU MAJA-9,MANERAL P/RODILLO T/JAULA 9 MAJA-9 TRUPE,5,A,6,A,11,A,2,A,5,A
10745,TRU MAJA-9X,MANERAL P/RODILLO T/JAULA 9 MAJA-9X TRUP,8,A,4,A,10,A,7,A,4,A
15906,TRU MG-MD4,MANGO P/MARRO 4 LBS. MG-MD4 TRUPER,4,A,4,A,6,A,4,B,0,Sin Mov
19866,TRU MAN-5/16I,MANGUERA INDL. LIGERA 08MM 5/16 TRUPER,5,A,106.5,A,228,B,100,B,0,Sin Mov
19870,TRU MAN-3/4I,MANGUERA INDL. LIGERA 19MM 3/4 TRUPER,55,A,13,A,155.9,A,50,A,0,Sin Mov
19871,TRU MAN-1I,MANGUERA INDL. LIGERA 25MM 1 TRUPER,25,A,72,A,173,A,0.2,A,0,Sin Mov
25016,TRU MAN-10X1/2PR,MANGUERA P/JARDIN PRETUL MAN-10X1/2PR 1/,3,A,3,A,4,A,0,B,0,Sin Mov
16050,TRU MAN-10X1/2RE,MANGUERA P/JARDIN TRUPER REF. 3 CAPAS MA,3,A,0,A,4,A,0,A,0,Sin Mov
47806,TRU DIGA-01,DISPENSADOR DE AGUA FOSET P/GARRAFON REC,4,A,7,A,7,A,6,A,0,Sin Mov
16506,TRU MD-2M,MARRO 2 LBS. OCTAGONAL MD-2M TRUPER,5,A,3,A,0,A,0,B,0,Sin Mov
16507,TRU MD-3M,MARRO 3 LBS. OCTAGONAL MD-3M TRUPER,8,A,5,A,2,A,3,B,0,Sin Mov
19710,TRU MA-16F,MARTILLO D/UÑA CURVA 16 OZ. MA-16F TRUPE,2,A,2,A,2,A,0,C,0,Sin Mov
22290,TRU MP-16,MARTILLO D/UÑA CURVA 16 OZ. MP-16 PRETUL,7,A,5,A,4,A,0,A,5,C
16750,TRU MA-7,MARTILLO D/UÑA CURVA 7 OZ. MA- 7 TRUPER,7,A,6,A,3,A,0,B,0,Sin Mov
102327,TRU MAS-PLEN,MASCARILLA RESPIRADOR PLEGABLE N95 TRUPE,10,A,2,A,12,A,0,Sin Mov,0,Sin Mov
16931,TRU MH-16,MAZO DE HULE 16 OZ. MH-16 TRUPER,4,A,2,A,0,A,0,B,0,Sin Mov
49687,TRU AQF-82,MEZCLADORA FOSET AQUA AQF-82 P/FREGADERO,1,A,2,A,1,A,3,A,0,Sin Mov
49238,TRU F-317,MEZCLADORA FOSET BASIC F-317 P/FREGADER,3,A,3,A,6,A,1,A,0,Sin Mov
49289,TRU FP-317,MEZCLADORA FOSET BASIC FP-317 PLASTICA F,3,A,25,A,65,C,0,A,0,Sin Mov
49283,TRU FP-318,MEZCLADORA FOSET BASIC FP-318 P/FREGADER,3,A,5,A,16,A,2,A,0,Sin Mov
12568,TRU ABT-739,DISCO TRUPER ABT-739 14 X 2.8 X 1 METAL,0,A,5,A,0,A,0,Sin Mov,0,Sin Mov
49280,TRU M-060P,MEZCLADORA FOSET BASIC M-060P P/LAVABO,0,A,2,A,5,A,4,A,0,Sin Mov
49281,TRU MP-048,MEZCLADORA FOSET BASIC MP-048 P/LAVABO A,1,A,2,A,4,A,0,A,0,Sin Mov
,BER PESSR1G,PINTURA ESM. SUMMA SEMI-MATE RANGO 1 4,0,B,0,C,0,A,0,C,0,B
49288,TRU MP-060,MEZCLADORA FOSET BASIC MP-060 P/LAVABO A,2,A,0,A,6,A,0,A,0,Sin Mov
49550,TRU MP-420,MEZCLADORA FOSET BASIC MP-420 MONOMANDO,0,A,3,A,8,A,0,A,0,Sin Mov
13288,TRU SOL-50/50M,MINI SOLDADURA 50/50 70G. TRUPER SOL-50/,0,A,8,A,37,A,6,A,0,Sin Mov
13289,TRU SOL-95/5M,MINI SOLDADURA 95/5 48G. TRUPER SOL-95/5,8,A,10,A,22,A,19,B,0,Sin Mov
14199,TRU DES-MINI-2,MINIDESARMADORES TRUPER 2 PZS. DES-MINI2,6,A,0,A,8,A,13,A,0,Sin Mov
21538,TRU GOT-P,MONOGOGLE CLARO PRETUL GOT-P,6,A,2,A,7,A,1,A,0,Sin Mov
48081,TRU ATIN-001,MULTICONECTOR P/TINACO FOSET C/VALVULA 3,6,A,6,A,36,A,0,A,6,Sin Mov
16968,TRU CUT-5,NAVAJA CUT-5 CUERPO PLASTICO 5 TRUPER,12,A,10,A,16,A,16,A,0,Sin Mov
22403,TRU CUT-5PB,NAVAJA CUT-5PB PLASTICO PRETUL,24,A,7,A,48,A,16,A,9,B
16974,TRU CUT-6,NAVAJA CUT-6 CUERPO PLASTICO 6 TRUPER,4,A,6,A,7,A,8,A,0,Sin Mov
22396,TRU CUT-6P,NAVAJA CUT-6P PLASTICO PRETUL,3,A,10,A,33,A,14,A,0,Sin Mov
22405,TRU CUT-6PB,NAVAJA CUT-6PB PLASTICO PRETUL,2,A,6,A,23,A,15,A,5,A
20401,TRU LEN-ST-P,LENTE SEGURIDAD PRETUL LEN-ST-P CLARO,24,A,38,A,10,A,10,A,17,B
102494,TRU NC-10,NAVAJA DE COSTILLA TRUPER NC-10,19,A,25,A,10,A,7,A,0,Sin Mov
22400,TRU NM-6P,NAVAJA RECTRACTIL 6 NM-6P PRETUL,5,A,3,A,10,A,4,A,0,Sin Mov
17038,TRU NP-36,NIVEL DE ALUMINIO NP-36 TRUPER,1,A,1,A,5,A,3,C,0,Sin Mov
11223,TRU NT-9,NIVEL TORPEDO MAGNETICO NT-9 TRUPER CUER,6,A,3,A,6,A,0,C,0,Sin Mov
44082,TRU NUDO-1/8,NUDO P/CABLE ACERO 3.1MM 2 PZAS. 1/8 NUD,13,A,25,A,50,A,2,A,0,Sin Mov
44083,TRU NUDO-3/16,NUDO P/CABLE ACERO 4.7MM 2 PZAS. 3/16 NU,12,A,7,A,40,A,26,A,0,Sin Mov
19939,TRU ORG-17X,ORGANIZADOR C/17 COMPART. ORG-17X TRUPER,1,A,4,A,5,A,0,C,0,Sin Mov
22506,TRU PCD-P,PALA CUADRADA PCD-P M/CORTO PRETUL,7,A,5,A,19,A,0,A,6,Sin Mov
17161,TRU PCY-P,PALA CUADRADA T-2000 PCY-P M/CORTO TRUPE,7,A,2,A,24,A,9,A,0,Sin Mov
17193,TRU TR-BY,PALA REDONDA TR-BY CAJUELERA M/MADERA TR,2,A,2,A,6,A,2,B,0,Sin Mov
62080,TRU PSOL-135,PARASOL P/AUTO PSOL-135 TRUPER OFERTA,2,A,2,A,5,A,5,B,0,Sin Mov
19337,TRU PASO-60,PASTA FUNDENTE P/SOLDAR TRUPER 60 GRS.,9,A,8,A,46,A,0,A,0,Sin Mov
19862,TRU MAN-3/8N,MANGUERA P/NIVEL TRUPER 10MM 3/8 MAN-3/8,0,A,19.5,A,176.5,A,0,Sin Mov,0,Sin Mov
19049,TRU PA-AC,PINTURA AEROSOL TRUPER PA-AC AMARILLO CA,6,A,4,A,9,A,8,A,0,Sin Mov
19032,TRU PA-BB,PINTURA AEROSOL TRUPER PA-BB BCO.BRILLA.,5,A,11,A,50,A,7,A,0,Sin Mov
19034,TRU PA-BM,PINTURA AEROSOL TRUPER PA-BM BCO. MATE,9,A,7,A,45,A,3,A,0,Sin Mov
19045,TRU PA-GC,PINTURA AEROSOL TRUPER PA-GC GRIS CLARO,6,A,2,A,4,A,5,A,0,Sin Mov
19037,TRU PA-NA,PINTURA AEROSOL TRUPER PA-NA NARANJA,4,A,8,A,11,A,12,A,0,Sin Mov
19031,TRU PA-NB,PINTURA AEROSOL TRUPER PA-NB NEGRO BRILL,3,A,10,A,51,A,12,A,0,Sin Mov
19033,TRU PA-NM,PINTURA AEROSOL TRUPER PA-NM NEGRO MATE,10,A,8,A,71,A,2,A,0,Sin Mov
12734,TRU PA-RM,PINTURA AEROSOL TRUPER PA-RM ROSA MEXICA,3,A,3,A,6,A,4,A,0,Sin Mov
,BER PESBR1G,PINTURA ESM. SUMMA BRILLANTE RANGO 1 4,0,A,0,B,0,A,0,C,0,B
12732,TRU PA-RSG,PINTURA AEROSOL TRUPER PA-RSG ROJO SEGUR,5,A,4,A,14,A,0,A,0,Sin Mov
19050,TRU PA-TA,PINTURA AEROSOL TRUPER PA-TA TABACO,5,A,0,A,10,A,2,A,0,Sin Mov
19036,TRU PA-TR,PINTURA AEROSOL TRUPER PA-TR TRANSPARENT,3,A,3,A,8,A,1,A,0,Sin Mov
19053,TRU PAM-CR,PINTURA AEROSOL TRUPER PAM-CR CROM.METAL,3,A,0,A,10,A,0,A,0,Sin Mov
19066,TRU PAM-OR,PINTURA AEROSOL TRUPER PAM-OR ORO,4,A,12,A,37,A,0,A,0,Sin Mov
19059,TRU PAM-PL,PINTURA AEROSOL TRUPER PAM-PL PLATA,3,A,1,A,52,A,0,A,0,Sin Mov
17301,TRU PCH-8,PINZA DE CHOFER 8 PCH- 8 TRUPER,6,A,6,A,8,A,0,B,0,Sin Mov
17313,TRU T202-7,PINZA DE CORTE DIAGONAL 7 T202-7 TRUPER,2,A,3,A,5,A,3,A,0,Sin Mov
22624,TRU PPC-6P,PINZA DE PUNTA Y CORTE 6 PPC-6P PRETUL,1,A,4,A,6,A,2,A,0,Sin Mov
22603,TRU PEL-7P,PINZA P/ELECTRICISTA 7 PEL-7P PRETUL,3,A,6,A,11,A,4,A,0,Sin Mov
22800,TRU PICA-9L,PISTOLA P/APLICAR SILICON LISA PICA-9L,6,A,0,A,13,A,0,A,0,Sin Mov
17550,TRU PICA-E,PISTOLA P/APLICAR SILICON PICA-E TRUPER,7,A,12,A,15,A,3,A,9,C
22756,TRU PIM-5,PISTOLA P/JARDIN PIM-5 METALICA PRETUL,5,A,5,A,12,A,4,A,0,Sin Mov
27014,TRU PIM-55PG,PISTOLA P/JARDIN PIM-55PG 5 FUNC. PRETUL,10,A,20,A,29,A,24,A,0,Sin Mov
22759,TRU PIM-5P,PISTOLA P/JARDIN PIM-5P DE PLASTICO PRET,3,A,5,A,4,A,7,B,0,Sin Mov
18476,TRU PR-202,PISTOLA P/JARDIN PR-202 2 FUNCIONES,5,A,5,A,4,A,1,A,0,Sin Mov
11109,TRU PLAP-15L,PLASTIPROTECTOR USO LIGERO 5 X 3 MTS. TR,5,A,15,A,38,A,7,A,7,A
11108,TRU PLAP-10R,PLASTIPROTECTOR USO RUDO 5 X 2 MTS.TRUPE,0,A,11,A,39,A,6,A,5,A
48199,TRU REF-AB-01,PORTA ROLLO PLASTICO FOSET REF-B-01,12,A,11,A,10,A,5,B,0,Sin Mov
43736,TRU POCZ-250,PORTACANDADO HERMEX POCZ-250 2 1/2,5,A,7,A,13,A,4,A,0,Sin Mov
17700,TRU PRE-4,PRENSA TRUPER D/RESORTE 4 PRE-4,1,A,2,A,6,A,4,A,0,Sin Mov
27017,TRU DID-245P,PRETUL DID- 245P DISCO 4 1/2 DIAMANTE RI,1,A,5,A,3,A,2,A,0,Sin Mov
21009,TRU DID-145P,PRETUL DID-145P DISCO 41/2 DIAMANTE RIN,1,A,3,A,1,B,0,B,0,Sin Mov
24035,TRU ESMA-41/2P2,PRETUL ESMA-41/2P2 ESMERILADORA 4 1/2 OF,2,A,3,A,1,A,3,B,0,Sin Mov
13989,TRU PROCO-19,PROBADOR D/CORRIENTE PROCO-19 100-500V T,2,A,2,A,8,A,5,A,0,Sin Mov
0.24473,TRU PBBRE-2,PROMOCION PINTURA 1 BROCHA BRE-2 X GALON,9,A,-22,A,1,A,0,C,3,A
0.24476,TRU PBBRE-4,PROMOCION PINTURA 1 BROCHA BRE-4 X CUBET,11,A,2,A,89,A,0,Sin Mov,0,C
0.22403,TRU PBCUT-5PB,PROMOCION PINTURA 1 CUTER CUT-5PB X GALO,3,A,-1,A,15,A,0,Sin Mov,0,Sin Mov
47311,TRU POL-6RE,PUNTA POOL 6CM C/ORRIN FOSET POL-6RE,0,A,3,A,18,A,8,A,0,Sin Mov
49195,TRU POL-6R,PUNTA POOL 6CM C/ROSCA FOSET POL- 6R,9,A,7,A,17,A,16,A,0,Sin Mov
100820,TRU PUDE-12021,PUNTAS DE IMPACTO DE CRUZ ESTUCHE C/5 P,5,A,4,A,1,A,2,A,0,Sin Mov
17786,TRU PUDE-1001,PUNTAS P/DESARMADOR 5 PZS. PUDE-1001 2,6,A,3,A,1,A,0,C,0,Sin Mov
49279,TRU M-050P,MEZCLADORA FOSET BASIC M-050P P/LAVABO,3,A,2,A,2,A,3,A,0,Sin Mov
17813,TRU P7-20TS,PUNTAS P/DESARMADOR 7 PZS. P7-20TS TOR,6,A,2,A,6,A,3,B,0,Sin Mov
45037,TRU RAF-245,RAFIA FIERO 4.5 KG. BLANCA(2045M) RAF-24,1,A,1,A,5,A,1,A,0,Sin Mov
45032,TRU RAF-250,RAFIA FIERO 500 GS. BLANCA(230M) RAF-250,1,A,3,A,9,A,0,A,0,Sin Mov
45033,TRU RAF-250C,RAFIA FIERO 500 GS. COLORES(230M) RAF-25,9,A,1,A,17,A,2,A,0,Sin Mov
16977,TRU CUT-6X,NAVAJA CUT-6X ALMA METALICA 6 TRUPER,3,A,6,A,38,A,9,A,0,Sin Mov
12352,TRU RASP-1,RASPADOR MINI C/NAVAJA 1 1/2 RASP-1 TRUP,10,A,21,A,61,A,16,A,0,Sin Mov
57024,TRU RECO-11B,RECOGEDOR PLASTICO C/MANGO RECO-11B PRET,10,A,5,A,16,A,6,A,9,A
49491,TRU REGEL-4,REGADERA ELECTRICA FOSET REGEL-4 OFERTA,8,A,3,A,64,A,2,A,3,Sin Mov
24740,TRU JPIN-5P,PINCELES 5 PZAS. 2 REDONDOS Y 3 PLANOS J,6,A,7,A,12,A,3,B,1,B
45067,TRU R-402,REGADERA FOSET BASIC R-402 REDONDA C/BRA,2,A,1,A,5,A,2,B,2,Sin Mov
48293,TRU R-516,REGADERA FOSET BASIC R-516 ABS REDONDA C,2,A,1,A,4,A,0,Sin Mov,0,Sin Mov
49453,TRU R-511S,REGADERA FOSET DE PLATO ANCHO CUADRADA 8,4,A,4,A,7,A,3,A,0,Sin Mov
44529,TRU R-64B,REMACHE R- 64B 3/16-1/4 C/50 PZAS. FIERO,4,A,9,A,17,A,10,A,0,Sin Mov
44537,TRU R-66LF-B,REMACHE R- 66LF-B 3/16-3/8 C/50 PZAS. FI,9,A,0,A,10,A,5,A,0,Sin Mov
11920,TRU GAS-220X,REPUESTO D/GAS DESECHABLE TRUPER 1/4 V.,12,A,8,A,0,A,6,A,0,Sin Mov
11915,TRU GAS-275,REPUESTO D/GAS DESECHABLE TRUPER ROSCA 2,7,A,13,A,11,A,20,A,0,Sin Mov
25131,TRU GAS-125,REPUESTO D/GAS P/ENCENDEDOR RECARGABLE G,4,A,7,A,24,A,11,A,6,Sin Mov
16965,TRU REP-CUT-6,REPUESTO P/CUTTER REP-CUT-6 P/CUT-6CUT-6,1,A,9,A,3,A,0,A,0,Sin Mov
100099,TRU REP-CUT-6X,REPUESTO P/CUTTER REP-CUT-6X 18MM TRUPER,6,A,4,A,5,A,10,A,0,Sin Mov
16953,TRU REP-NM5,REPUESTO P/CUTTER REP-NM5 P/NM-6NV-7X TR,13,A,21,A,11,A,8,A,0,Sin Mov
13907,TRU R-ROPI-410E,REPUESTO P/RODILLO TRUPER R-ROPI-410E DE,10,A,2,A,9,A,24,A,15,A
13911,TRU R-ROPI-420N,REPUESTO P/RODILLO TRUPER R-ROPI-420N NA,3,A,8,A,25,A,8,A,8,A
19040,TRU PA-RO,PINTURA AEROSOL TRUPER PA-RO ROJO,0,A,14,A,57,A,12,A,0,Sin Mov
13882,TRU R-ROPI-910,REPUESTO P/RODILLO TRUPER R-ROPI-910 EXT,9,A,16,A,0,A,11,A,9,A
13921,TRU R-ROPI-910M,REPUESTO P/RODILLO TRUPER R-ROPI-910M MI,10,A,1,A,1,A,4,A,3,A
13883,TRU R-ROPI-915,REPUESTO P/RODILLO TRUPER R-ROPI-915 LIS,9,A,7,A,14,A,5,A,9,A
13884,TRU R-ROPI-920,REPUESTO P/RODILLO TRUPER R-ROPI-920 SEM,14,A,21,A,11,A,13,A,3,A
101394,TRU R-ROPI-920X,REPUESTO P/RODILLO TRUPER R-ROPI-920X D/,7,A,5,A,11,A,11,A,11,A
13885,TRU R-ROPI-925,REPUESTO P/RODILLO TRUPER R-ROPI-925 RUG,8,A,11,A,47,A,15,A,13,A
13891,TRU R-ROPI-930,REPUESTO P/RODILLO TRUPER R-ROPI-930 1 1,8,A,18,A,67,A,14,A,11,A
101393,TRU R-ROPI-930X,REPUESTO P/RODILLO TRUPER R-ROPI-930X D/,5,A,6,A,4,A,3,A,7,B
44492,TRU RAF-290,RAFIA FIERO 900 GS. BLANCA (410M.) RAF-2,0,A,5,A,16,A,5,A,0,C
15824,TRU REV-10,REVOLVEDOR P/PINTURA ZANCO 3/8 REV-10 TR,1,A,3,A,4,B,0,B,0,Sin Mov
44390,TRU RO-40P,RODAJA FIERO ESFERA C/PLACA RO-40P 15/8,3,A,2,A,2,A,1,B,0,Sin Mov
13903,TRU ROPI-410E,RODILLO TRUPER ROPI-410E 4X3/8 MINI RODI,6,A,8,A,1,A,12,A,29,A
45065,TRU R-401,REGADERA FOSET BASIC R-401 CUADRADA C/BR,2,A,5,A,4,A,0,A,0,Sin Mov
13875,TRU ROPI-910,RODILLO TRUPER ROPI-910 9X3/8 EXTRA LISA,11,A,2,A,3,A,9,A,8,A
13894,TRU ROPI-910M,RODILLO TRUPER ROPI-910M 9X3/8 MICROFIBR,17,A,2,A,1,A,6,A,14,A
13876,TRU ROPI-915,RODILLO TRUPER ROPI-915 9X5/8 LISA,9,A,17,A,1,A,5,A,5,A
13877,TRU ROPI-920,RODILLO TRUPER ROPI-920 9X3/4 SEMI RUGOS,6,A,11,A,-5,A,13,A,4,A
13878,TRU ROPI-925,RODILLO TRUPER ROPI-925 9X1 RUGOSA,13,A,23,A,161,A,12,A,14,A
13879,TRU ROPI-930,RODILLO TRUPER ROPI-930 9X11/4 EXTRA RUG,8,A,17,A,94,A,11,A,8,A
18100,TRU SBI-18,SEGUETA P/FIERRO TRUPER 18DTS BIM. SBI-1,45,A,48,A,290,A,147,A,0,Sin Mov
18101,TRU SBI-24,SEGUETA P/LAMINA TRUPER SBI-24,47,A,34,A,231,A,36,A,0,Sin Mov
12906,TRU SEPO-280B,SELLADOR TRUPER DE POLIURETANO BLANCO SE,5,A,11,A,9,A,17,A,0,Sin Mov
12905,TRU SEPO-280G,SELLADOR TRUPER DE POLIURETANO GRIS 280M,9,A,9,A,21,A,3,A,10,A
102867,TRU SEPO-280N,SELLADOR TRUPER DE POLIURETANO NEGRO SEP,3,A,3,A,6,A,13,A,7,B
18179,TRU STP-16X,SERROTE TRUPER P/PODA 16 CON GANCHO STP-,9,A,1,A,0,A,0,A,0,Sin Mov
18570,TRU SACRI-100B,SILICON TRUPER ACRILICO BCO. 280ML SACRI,5,A,15,A,29,A,12,A,0,Sin Mov
18569,TRU SACRI-100T,SILICON TRUPER ACRILICO TRANSP. 280ML SA,10,A,9,A,109,A,4,A,5,A
17567,TRU ALTE-N,SILICON TRUPER ALTA TEMP. ALTE-N 85G.NGR,8,A,6,A,7,A,7,A,5,C
18568,TRU SIL-85BCB,SILICON TRUPER BAÑOS Y COCINAS 85GRS. B,14,A,10,A,12,A,15,A,11,C
18566,TRU SIL-100BCB,SILICON TRUPER BAÑOS Y COCINAS 280ML BCO,8,A,9,A,16,A,16,A,8,A
18565,TRU SIL-100BCT,SILICON TRUPER BAÑOS Y COCINAS 280ML TRA,11,A,5,A,41,A,2,A,12,B
18567,TRU SIL-85BCT,SILICON TRUPER BAÑOS Y COCINAS 85GRS TRA,6,A,14,A,35,A,12,A,8,B
17560,TRU SIL-100B,SILICON TRUPER U/GRAL. BCO. SIL-100B 280,4,A,13,A,12,A,16,A,8,B
17561,TRU SIL-100N,SILICON TRUPER U/GRAL. NEGRO SIL-100N 28,9,A,4,A,0,A,13,A,11,C
17562,TRU SIL-85T,SILICON TRUPER U/GRAL. TRASNP. SIL- 85T,14,A,6,A,33,A,12,A,10,A
17559,TRU SIL-100T,SILICON TRUPER U/GRAL. TRASNP. SIL-100T,3,A,12,A,76,A,6,A,8,A
14361,TRU E6013-4,SOLDADURA ELECTRICA TRUPER 6013 1/8,5.98,A,4.205,A,15.15,A,13.25,A,0,C
14360,TRU E6013-3,SOLDADURA ELECTRICA TRUPER 6013 3/32,8.89,A,4,A,5.815,A,7.85,A,0,C
14366,TRU SOL-60/40,SOLDADURA TRUPER P/ELECTRONICA 60/40 454,32,A,197,A,134.4,A,73,A,0,Sin Mov
11923,TRU MECH-65,SOPLETE P/GAS TRUPER 1/4 VUELTA MECH-65,5,A,0,A,3,A,0,Sin Mov,0,Sin Mov
11925,TRU MECH-R,SOPLETE P/GAS TRUPER ROSCABLE MECH-R,4,A,8,A,6,A,5,A,0,Sin Mov
101739,TRU SU-400R,SUJETADOR C/MATRACA TRUPER 136K SU-400R,2,A,3,A,4,A,0,B,0,Sin Mov
47359,TRU SMA-3/16,SUJETADOR MARIPOSA FIERO 5MM SMA-3/16 C/,3,A,3,A,13,A,18,A,0,Sin Mov
47360,TRU SMA-1/4,SUJETADOR MARIPOSA FIERO 6MM SMA-1/4 C/4,2,A,10,A,13,A,17,A,0,Sin Mov
14225,TRU TA-3B,TAPON AUDITIVO C/TRIPLE BARRERA TA-3B TR,1,A,13,A,29,A,12,A,0,Sin Mov
14223,TRU TAC,TAPON AUDITIVO DE ESPUMA TAC TRUPER,11,A,12,A,12,A,12,A,0,Sin Mov
