Codigo,Clave,Descripcion,Adelitas,Adelitas,San Agustin,San Agustin,Matriz,Matriz,Berriozabal,Berriozabal,H Ilustres,H Ilustres
Codigo,Clave,Descripcion,Inv,Class,Inv,Class,Inv,Class,Inv,Class,Inv,Class
25093,TRU TENS-2L,TENSORES PRETUL TENS-2L ELASTICOS C/2 PZ,12,A,13,A,0,A,15,A,0,Sin Mov
49212,TRU TEPAR-60,TERMOPAR FOSET P/BOILER C/PILOTO TUBO D/,9,A,5,A,4,B,5,A,0,Sin Mov
46149,TRU TEPAR-60FB,TERMOPAR FOSET P/BOILER TIPO FLAUTA C/BU,3,A,14,A,13,A,12,A,0,Sin Mov
23103,TRU T-45P,TIJERA P/PODAR T- 45P PRETUL,3,A,3,A,2,A,6,A,0,Sin Mov
18460,TRU T-67,TIJERA P/PODAR T- 67 FLURICULTURA Y JARD,5,A,2,A,9,A,3,A,3,Sin Mov
49282,TRU MP-050,MEZCLADORA FOSET BASIC MP-050 P/LAVABO A,3,A,1,A,6,A,1,A,0,Sin Mov
18574,TRU TL-50,TIRALINEAS C/GIS TL- 50 TRUPER,3,A,3,A,4,A,0,Sin Mov,6,Sin Mov
23709,TRU RAT-4M,TRAMPA P/RATON MADERA 4 2P. PRETUL RAT-4,12,A,4,A,22,A,2,A,0,Sin Mov
23710,TRU RAT-7M,TRAMPA P/RATON MADERA 7 PRETUL RAT-7M OF,7,A,0,A,48,A,10,B,0,Sin Mov
23712,TRU RAT-5P,TRAMPA P/RATON PLASTICA 5 PRETUL RAT-5P,1,A,0,A,18,A,0,Sin Mov,0,Sin Mov
12153,TRU PUDE-1302,PUNTAS P/DESARMADOR 5 PZS. PUDE-1302 3,5,A,2,A,0,A,1,A,0,Sin Mov
12977,TRU DID-145,TRUPER DID- 145 DISCO DIAMANTE 4 1/2 U/G,2,A,3,A,5,A,2,A,0,Sin Mov
15196,TRU DID-545,TRUPER DID- 545 4 1/2 DISCO DIAMANTE R.S,2,A,1,A,0,A,0,A,0,Sin Mov
12942,TRU PUDE-9031,ADAPTADOR D/CAJA P/PUNTAS 5/16 C/5 PZAS.,4,A,5,B,8,B,2,B,0,Sin Mov
12337,TRU BARBO,BARBOQUEJO SIN BARBILLA P/CASCO DE SEG.,9,A,10,B,30,A,8,C,0,Sin Mov
16952,TRU REP-SCRAPER,REPUESTO PARA LIMPIADOR D/VIDRIOS 5 PZAS,4,A,9,A,3,A,9,A,0,Sin Mov
13905,TRU ROPI-420N,RODILLO TRUPER ROPI-420N 4X38 MINI RODIL,0,A,10,A,9,A,16,A,13,A
17912,TRU BOT-26I,BOTA DE HULE TRUPER INDLS. 26 BOT-26I,4,A,4,B,5,A,7,B,0,Sin Mov
17920,TRU BOT-24J,BOTA DE HULE TRUPER JARDINERA 24 BOT-24J,1,A,2,B,3,A,1,A,0,Sin Mov
13897,TRU R-ROPI-420P,REPUESTO P/RODILLO TRUPER R-ROPI-420P MI,5,A,6,A,0,A,4,A,3,A
11221,TRU BCT-3/8X5,BROCA P/CONCRETO TRUPER 08 3/8 X 5 BCT-3,6,A,10,B,40,A,3,Sin Mov,0,Sin Mov
11236,TRU BCT-5/8X6,BROCA P/CONCRETO TRUPER 13 5/8 X 6 BCT-5,2,A,0,B,4,A,4,B,0,Sin Mov
(null),CED IGUALGAL,IGUALACION DE PINTURA GALON,0,A,0,B,0,A,0,C,0,B
43326,TRU CHB-38L,CANDADO HERMEX CHB-38L HIERRO 38MM GL,9,A,7,B,4,A,2,A,0,Sin Mov
43437,TRU CL-40L,CANDADO HERMEX CL-40L LATON 40MM LARGO,3,A,2,B,8,A,5,A,0,Sin Mov
43357,TRU COR-75,CANDADO HERMEX COR-75 LATON 75MM ANTIPAL,4,A,3,B,0,B,2,A,0,Sin Mov
28055,TRU BAL-LA-BPB,CERRADURA HERMEX BASIC BAL-LA-BPB S/LLAV,3,A,2,B,4,A,0,Sin Mov,0,Sin Mov
43584,TRU CS-75IB,CERRADURA HERMEX CS-75IB SOBREPONER INST,3,A,7,B,8,A,4,A,2,Sin Mov
13473,TRU CHS-600N,CHALECO CHS-600N NARANJA CINTAS DOBLES C,5,A,2,B,1,A,0,C,0,Sin Mov
12597,TRU CIPRE-33A,CINTA P/SEÑALIZACION TRUPER CIPRE-33A 2X,4,A,3,B,0,A,0,B,0,Sin Mov
26031,TRU CM-1/2P,CONEXION LAMINADO MACHO P/MANGUERA 13MM,6,A,4,B,15,A,19,B,0,Sin Mov
28307,TRU UNA-530P,CORTAUÑAS PRETUL 3 UNA-530P,11,A,4,B,8,A,0,Sin Mov,0,Sin Mov
17003,TRU CUEL-6,CUCHILLO P/ELECTRICO D/19CM TRUPER CUEL-,2,A,3,B,10,A,0,A,6,Sin Mov
12545,TRU DICOF-4510,DISCO TRUPER DICOF-4510 4 1/2 X 1 X 7/8,6,A,28,B,0,A,24,A,0,Sin Mov
16742,TRU EST-34,ESCALERA DE TIJERA 4 PEL. EST-34 150K TR,1,A,2,B,4,A,1,B,2,B
14322,TRU EM-22,ESCOBA P/JARDIN 22 DTS. METALICA EM-22 T,7,A,9,B,25,A,0,A,5,Sin Mov
102421,TRU BASE-5T,BASCULA DIGITAL TRUPER C/TAZON 5 KG PARA,0,A,2,B,3,A,0,Sin Mov,0,Sin Mov
14442,TRU ET-3R,ESPATULA TRUPER RIGIDA M/MADERA 3 ET-3R,3,A,4,B,8,A,3,A,5,B
25075,TRU EST-4P,ESTANTE PLASTICO 4 REPISAS PRETUL EST-4P,1,A,1,B,5,A,1,A,3,Sin Mov
10953,TRU FAJA-S,FAJA TRUPER ELASTICA C/TIRANTE 28-32 CHI,4,A,5,B,10,A,5,B,4,C
14238,TRU FAJA-L,FAJA TRUPER ELASTICA C/TIRANTE 38-44 GRA,3,A,6,B,10,A,3,A,3,Sin Mov
43642,TRU FIPU-3,FIJAPUERTA HERMEX FIPU-3 CROMO,2,A,1,B,32,A,1,A,0,Sin Mov
12772,TRU FCG-5M,FLEXOMETRO 5 MTS. FCG-5M TRUPER CONTRA,2,A,3,B,4,A,0,Sin Mov,0,Sin Mov
14286,TRU GU-725,GUANTE TRUPER GU-725 PIEL DE CABRA,4,A,6,B,0,A,4,A,0,Sin Mov
15137,TRU LEN-2000A,LENTE SEGURIDAD TRUPER LEN-2000A AMBAR,6,A,6,B,15,A,0,Sin Mov,0,Sin Mov
15172,TRU LESP-SN,LENTE SEGURIDAD TRUPER SPORT LESP-SN GRI,8,A,6,B,3,A,0,Sin Mov,0,Sin Mov
17952,TRU DIRO-518,LIJA D/DISCO TRUPER DIRO-518 G-180 G/EXF,3,A,5,B,5,A,3,A,0,Sin Mov
15133,TRU LTD-6,LIMA TRIANGULO DOBLE 6 LTD-6 TRUPER,3,A,0,B,2,A,0,B,0,Sin Mov
47284,TRU REP-FUS60,LISTON P/ 60 AMPS. VOLTECK REP-FUS60,55,A,34,B,259,A,32,B,0,Sin Mov
15890,TRU T-460-12X,MACHETE PULIDO 12 T/RAMBO TRUPER T-460-1,0,A,4,B,2,A,2,A,0,Sin Mov
10743,TRU MAJA-4,MANERAL P/RODILLO T/JAULA 4 MAJA-4 TRUPE,8,A,7,B,7,A,7,B,8,C
29966,TRU BASE-40P,BASCULA ELECTRONICA PRETUL MULTIFUNCION,0,A,1,B,4,A,0,A,0,Sin Mov
49221,TRU F-318I,MEZCLADORA FOSET BASIC F-318I P/FREGADER,2,A,2,B,7,A,2,A,0,Sin Mov
16981,TRU NV-4,NAVAJA ABATIBLE 4 NV-4 TRUPER,4,A,1,B,6,A,3,A,0,Sin Mov
16951,TRU RASP-2,NAVAJA LIMPIA VIDRIOS 2 POSICIONES RASP-,5,A,4,B,13,A,3,B,0,Sin Mov
43318,TRU CHB-38,CANDADO HERMEX CHB-38 HIERRO 38MM GC,0,A,3,B,2,A,7,A,6,B
14458,TRU ET-2 1/2R5,ESPATULA TRUPER PROF. ET-21/2R5 2 1/2 5,4,A,2,B,2,A,0,Sin Mov,9,B
46742,TRU R-405N,REGADERA FOSET AQUA R-405N CUADRADA ABS,5,A,1,B,0,C,0,Sin Mov,0,Sin Mov
49448,TRU R-509,REGADERA FOSET AQUA R-509 REDONDA C/BRAZ,2,A,3,B,2,A,1,B,0,Sin Mov
17033,TRU DESI-36,TRUPER DESI-36 DESTORNILLADOR INALAM. 1/,2,A,0,A,0,A,3,A,0,Sin Mov
16962,TRU REP-CUT-5,REPUESTO P/CUTTER REP-CUT-5 P/CUT-5CUT-5,6,A,7,B,3,A,0,A,0,Sin Mov
18494,TRU TICO-8,TIJERA TRUPER P/COSTURA 8 1/2 TICO-8,4,A,7,B,6,A,0,Sin Mov,0,Sin Mov
29953,TRU SOPM-42P,MECHERO RECARGABLE P/FLAMEAR ALIMENTOS P,3,A,2,B,6,A,0,Sin Mov,10,C
43209,TRU BR-301B,BISAGRA HERMEX LATONADA BR-301B RECTANG.,2,A,7,C,9,A,0,A,0,Sin Mov
17911,TRU BOT-25I,BOTA DE HULE TRUPER INDLS. 25 BOT-25I,1,A,3,C,8,A,3,B,0,Sin Mov
12758,TRU BCT-3/8X5-B,BROCA P/CONCRETO BLISTER 07 BCT-3/8 X 5-,3,A,0,C,7,A,3,A,5,Sin Mov
28052,TRU BAL-LA-RPB,CERRADURA HERMEX BASIC BAL-LA-RPB C/LLAV,3,A,0,C,2,A,6,A,0,Sin Mov
12565,TRU ABT-774,DISCO TRUPER ABT-774 4 1/2 X 1/4 X 7/8 M,3,A,0,C,7,A,6,A,0,Sin Mov
19817,TRU MART-TH,MARTELINA TALACHO-HACHA MART-TH TRUPER,2,A,0,C,0,A,0,B,0,Sin Mov
44510,TRU BCH-600B,BRAZO P/REGADERA FOSET BCH-600B BLISTER,6,A,0,B,0,A,10,B,0,Sin Mov
44391,TRU RO-50P,RODAJA FIERO ESFERA C/PLACA RO-50P 2,1,A,-1,C,8,A,3,A,0,Sin Mov
43206,TRU BR-151B,BISAGRA HERMEX LATONADA BR-151B RECTANG.,3,A,6,Sin Mov,6,A,0,A,0,Sin Mov
43207,TRU BR-201B,BISAGRA HERMEX LATONADA BR-201B RECTANG.,7,A,6,Sin Mov,10,A,9,A,0,Sin Mov
43208,TRU BR-251B,BISAGRA HERMEX LATONADA BR-251B RECTANG.,2,A,6,Sin Mov,12,A,5,A,0,Sin Mov
12753,TRU BCT-3/16X6-B,BROCA P/CONCRETO BLISTER 01 BCT-3/16 X 6,6,A,0,Sin Mov,12,B,11,B,0,Sin Mov
13342,TRU BRT-1S,BROCHA TRUPER CERDAS SINTETICAS M/MADERA,3,A,0,Sin Mov,9,A,9,C,3,C
13343,TRU BRT-1-1/2S,BROCHA TRUPER CERDAS SINTETICAS M/MADERA,4,A,0,Sin Mov,5,A,0,Sin Mov,3,C
17867,TRU BRT-6X,BROCHA TRUPER M/PLASTICO CERDAS SUAVES 6,7,A,0,Sin Mov,6,A,0,Sin Mov,9,B
43328,TRU CHB-50L,CANDADO HERMEX CHB-50L HIERRO 50MM GL,0,A,0,Sin Mov,1,A,2,B,0,Sin Mov
49820,TRU AQF-88,MEZCLADORA FOSET AQUA AQF-88 P/FREG. CUE,1,A,3,B,0,A,2,B,0,Sin Mov
13896,TRU ROPI-420P,RODILLO TRUPER ROPI-420P 4X3/4 MINI RODI,6,A,5,A,7,A,7,A,14,B
12501,TRU M-22,CINTA D/AISLAR 19MMX 9MTS. NEGRA M-22 TR,8,A,0,Sin Mov,39,A,3,A,0,Sin Mov
12586,TRU CDU-10X,CINTA DUCTO ALUMINIO 48MM X 10 MTS. CDU-,2,A,0,Sin Mov,10,A,13,A,0,Sin Mov
12587,TRU CDU-30X,CINTA DUCTO ALUMINIO 48MM X 30 MTS. CDU-,3,A,0,Sin Mov,7,A,3,A,0,Sin Mov
12704,TRU CFM-1/2B,CONEXION D/LATON P/MANGUERA 13MM 1/2 CFM,4,A,0,Sin Mov,2,A,3,A,0,Sin Mov
14017,TRU DG-1/8X4,DESARMADOR CAB.BAR.RED. DG-1/8X4 TRUPER,2,A,0,Sin Mov,9,A,2,B,0,Sin Mov
49450,TRU R-007,REGADERA FOSET BASIC R-007 ABS REDONDA T,1,A,2,B,0,A,0,A,0,Sin Mov
17865,TRU BRT-4X,BROCHA TRUPER M/PLASTICO CERDAS SUAVES 6,1,A,0,Sin Mov,0,A,0,Sin Mov,7,A
15851,TRU ET-3FX,ESPATULA TRUPER FLEX. INOX. 3 ET-3FX,2,A,2,Sin Mov,3,A,0,Sin Mov,4,C
15853,TRU ET-5FX,ESPATULA TRUPER FLEX. INOX. 5 ET-5FX,4,A,0,Sin Mov,5,A,6,Sin Mov,3,C
21610,TRU PRO-5MEB-A,FLEXOMETRO 5 MTS. PRETUL PRO-5MEB-A AZU,4,A,0,Sin Mov,5,A,0,A,0,Sin Mov
21608,TRU PRO-5MEC,FLEXOMETRO 5 MTS. PRO-5MEC PRETUL CAJA,1,A,0,Sin Mov,45,A,0,A,14,A
21668,TRU FT-1P,FORMON PRETUL 25MM 1 FT-1P,5,A,0,Sin Mov,5,B,2,B,0,Sin Mov
20330,TRU GU-455,GUANTE PRETUL GU-455 ALGODON PUNTOS,3,A,0,Sin Mov,6,A,16,A,0,Sin Mov
16943,TRU HTA-80B,HILO P/DESBROZADORA 2.0MM X 15 MTS. HTA-,1,A,0,Sin Mov,8,B,7,C,0,Sin Mov
16945,TRU HTA-105B,HILO P/DESBROZADORA 2.7MM X 12 MTS. HTA-,7,A,0,Sin Mov,5,A,5,B,0,Sin Mov
10917,TRU LTP-5M,LIMA TRIANGULO PESADO C/MANGO LTP-5M TRU,3,A,0,Sin Mov,34,A,9,B,0,Sin Mov
22146,TRU LL-JAR-P,LLAVE R.MANGUERA 1/2 LL-JAR-P PRETUL,12,A,0,Sin Mov,21,A,8,A,0,Sin Mov
20210,TRU DUO-1/4X4TP,DESARMADOR DE 2 PZAS. 1/4 DUO-1/4X4TP P,6,A,0,Sin Mov,0,A,0,B,0,Sin Mov
20002,TRU MAT-12P,MINI ARCO DE ALUMINIO MAT-12P PRETUL,3,A,0,Sin Mov,3,A,5,A,0,Sin Mov
11039,TRU PCY-PE,PALA CUADRADA T-1000 PCY-PE M/CORTO TRUP,1,A,0,Sin Mov,4,A,0,Sin Mov,0,Sin Mov
47926,TRU PAA-36,PASADOR DE BARRA HERMEX 75MM 3 PAA-36 L,14,A,0,Sin Mov,11,A,0,Sin Mov,0,Sin Mov
19044,TRU PA-GO,PINTURA AEROSOL TRUPER PA-GO GRIS OSCURO,5,A,0,Sin Mov,8,A,12,A,0,Sin Mov
22663,TRU PMP-CD4,PINZA MINIATURA PRETUL CORTE DIAGONAL PM,3,A,0,Sin Mov,15,A,2,A,0,Sin Mov
19510,TRU PIPI-27,PISTOLA P/PINTAR BAJA PRESION PIPI-27,1,A,0,Sin Mov,4,A,0,Sin Mov,0,Sin Mov
49256,TRU R-500S,REGADERA FOSET BASIC R-500S ABS REDONDA,4,A,0,Sin Mov,2,A,2,A,0,Sin Mov
16956,TRU REP-NM10,REPUESTO P/CUTTER REP-NM10 P/NM-6NV-7X T,11,A,0,Sin Mov,5,A,0,Sin Mov,0,Sin Mov
10021,TRU M-4B,ABRAZADERA FIERO 10- 16MM M-4B SINFIN,6,B,4,A,14,A,3,A,12,Sin Mov
44233,TRU AB- 6,ABRAZADERA FIERO 13- 19MM AB- 6 SINFIN,4,B,8,A,14,A,10,B,0,Sin Mov
44237,TRU AB- 16,ABRAZADERA FIERO 19- 38MM AB- 16 SINFI,2,B,5,A,15,A,0,B,0,Sin Mov
10012,TRU M-20B,ABRAZADERA FIERO 19- 44MM M-20B SINFIN,5,B,7,A,10,A,0,Sin Mov,12,Sin Mov
102533,TRU ACEM-34,ACEITE TRUPER P/COMPRESOR 946ML ACEM-32,5,B,2,A,4,A,9,A,0,Sin Mov
14929,TRU ACES-4T-34,ACEITE TRUPER P/MOTOR 4 TIEMPOS 946ML SA,11,B,2,A,13,A,5,C,6,Sin Mov
12844,TRU PUNCA-14,ADAPTADOR DADOS P/TALADRO C/14 PZAS. 3/1,2,B,3,A,4,A,0,Sin Mov,0,Sin Mov
48580,TRU CM-601,ADAPTADOR INSERCION PVC 13MM R/INT. 1/2,15,B,32,A,45,A,11,A,20,Sin Mov
24140,TRU AFI-CU,AFILADOR DE CUCHILLOS AFI-CU PRETUL,6,B,6,A,17,A,4,C,0,Sin Mov
45116,TRU ALG-180B,ALAMBRE GALV. FIERO 18 ALG-180B C/30 GRS,11,B,2,A,3,B,10,A,0,Sin Mov
44469,TRU ALG-200,ALAMBRE GALV. FIERO NO 20.0 KGO. ALG-200,3,B,9,A,23,A,5,A,0,Sin Mov
10234,TRU ATT-12,ARCO C/SEGUETA ATT-12 PROF. TUBULAR,4,B,1,A,0,A,2,A,0,Sin Mov
10621,TRU AL-3M,AZADON TRUPER LANE NO 3 C/MANGO AL-3M,5,B,2,A,3,A,0,C,0,Sin Mov
13119,TRU BA-NR,BANDEROLA C/REFLEJANTE BA-NR TRUPER,4,B,0,A,7,A,0,A,0,Sin Mov
44020,TRU BSE-1/8,BANDOLA CON SEGURO FIERO 01 2.0MM BSE-1/,14,B,12,A,18,A,8,A,0,Sin Mov
44021,TRU BSE-3/16,BANDOLA CON SEGURO FIERO 02 4.7MM 02 BSE,1,B,2,A,10,B,9,A,0,Sin Mov
44022,TRU BSE-1/4,BANDOLA CON SEGURO FIERO 03 6.3MM BSE-1/,10,B,6,A,19,A,10,A,0,Sin Mov
44023,TRU BSE-5/16,BANDOLA CON SEGURO FIERO 04 7.9MM BSE-5/,9,B,7,A,1,A,4,A,0,Sin Mov
44031,TRU BDZ-31/2,BANDOLA DESTORCEDOR FIERO ZAMAC 03 88.9,10,B,8,A,12,A,14,C,0,Sin Mov
44033,TRU BDZ-41/4,BANDOLA DESTORCEDOR FIERO ZAMAC 05 108.0,19,B,6,A,14,A,0,B,0,Sin Mov
44040,TRU BMA-3/8,BANDOLA FIERO MOSQUETON 9.5MM 3/8 BMA-3/,4,B,8,A,7,A,13,A,0,Sin Mov
46884,BARS-50,BARRA D/SEGURIDAD P/BAÑO BARS-50 AI 1-1/,1,B,2,A,2,A,0,Sin Mov,0,Sin Mov
17538,TRU REP-PIPE-1/2,BARRAS DE SILICON P/PISTOLA ELECT. 1/2 R,7,B,4,A,6,A,6,A,0,Sin Mov
49877,TRU BOAP-1/2F,BOMBA PERIFERICA FOSET BOAP-1/2F 1/2 HP,1,B,3,A,25,A,3,B,0,Sin Mov
10068,TRU BOAP-1/2,BOMBA PERIFERICA TRUPER BOAP-1/2 1/2HP U,1,B,3,A,19,A,2,C,2,Sin Mov
17922,TRU BOT-26J,BOTA DE HULE TRUPER JARDINERA 26 BOT-26J,0,B,5,A,3,A,2,A,0,Sin Mov
17925,TRU BOT-29J,BOTA DE HULE TRUPER JARDINERA 29 BOT-29J,2,B,0,A,7,A,4,A,2,Sin Mov
48071,TRU ATIN-004,BRIDA P/TINACO FOSET 2-1/2 ATIN-004,5,B,3,A,27,A,9,A,0,Sin Mov
10664,TRU ABT-786,DISCO TRUPER ABT-786 4 1/2 X 1.5 X 7/8 M,6,A,0,Sin Mov,0,A,0,Sin Mov,0,Sin Mov
11384,TRU BPT-1,BROCA DE MANITA 25MM 1 BPT-1 TRUPER,7,B,6,A,4,A,5,A,0,Sin Mov
11110,TRU BAV-1/16,BROCA P/FIERRO 01 1/16 TRUPER BAV-1/16,11,B,9,A,42,A,8.998,A,0,Sin Mov
19896,TRU ORG-15,ORGANIZADOR C/15 COMPART. ORG-15 TRUPER,0,A,3,B,7,A,1,A,0,Sin Mov
101142,TRU BS-3/16X4,BROCA SDS TRUPER 01 BS-3/16X4 P/CONCRETO,3,B,4,A,4,A,6,B,0,Sin Mov
11269,TRU BS-5/16X6,BROCA SDS TRUPER 06 BS-5/16X6 P/CONCRETO,5,B,4,A,14,A,11,C,0,Sin Mov
11275,TRU BS-3/8X12,BROCA SDS TRUPER 09 BS-3/8X12 P/CONCRETO,5,B,0,A,4,A,0,C,0,Sin Mov
11279,TRU BS-1/2X6,BROCA SDS TRUPER 11 BS-1/2X6 C/CONCRETO,5,B,6,A,5,A,12,A,0,Sin Mov
11281,TRU BS-1/2X12,BROCA SDS TRUPER 12 BS-1/2X12 P/CONCRETO,1,B,4,A,1,A,1,B,0,Sin Mov
11337,TRU JBMA-6,BROCAS DE 6 PZAS. P/MADERA JBMA-6 TRUPE,6,B,4,A,8,A,5,B,0,Sin Mov
12469,TRU BRT-3C,BROCHA TRUPER PELO DE CAMELLO M/MADERA,9,B,6,A,1,A,6,B,6,B
16478,TRU BRO-1/2N,BROQUERO TRUPER P/ROTO-INDL. C/LLAVE BRO,5,B,4,A,5,A,4,A,0,Sin Mov
44486,TRU CUE-08K,CABLE PLASTICO 8 MM 5/16 FIERO CUE-08K,12.86,B,19.38,A,42.907,A,14.845,B,0,Sin Mov
44489,TRU CUE-13K,CABLE PLASTICO 13 MM 1/2 FIERO CUE-13K,22.51,B,33.86,A,35.812,A,1.94,A,0,Sin Mov
44491,TRU CUE-19K,CABLE PLASTICO 19 MM 3/4 FIERO CUE-19K,10.25,B,10.43,A,49.71,A,29.52,C,0,Sin Mov
44191,TRU CADE-25,CADENA T/VICTOR 2.3MM FIERO CADE-25,27,B,8,A,44,A,0.09,C,0,Sin Mov
20602,TRU CHP-13CP,CAJA P/HERRAMIENTA 13 CHP-13CP PRETUL,4,B,4,A,4,A,0,Sin Mov,0,Sin Mov
20531,TRU CHP-13P,CAJA P/HERRAMIENTA 13 CHP-13P PRETUL,0,B,0,A,0,A,0,C,0,Sin Mov
19656,TRU CHP-17X,CAJA P/HERRAMIENTA 17 CHP-17X TRUPER,3,B,1,A,2,A,0,C,0,Sin Mov
45006,TRU CCH-2X4E,CAJA RECTANGULAR GALV. VOLTECK 2X4 CCH-2,5,B,0,A,31,A,9,A,0,Sin Mov
46306,TRU CAGU-4,CALENTADOR DE AGUA VOLTECK CAGU- 4 750W,7,B,12,A,8,A,6,A,0,Sin Mov
49981,TRU CAGU-10,CALENTADOR DE AGUA VOLTECK CAGU-10 1900W,3,B,1,A,0,A,5,A,0,Sin Mov
20182,TRU MEA-50DP,CALIBRADOR D/AIRE 10-50PSI MEA-50DP PRE,6,B,9,A,11,A,6,B,0,Sin Mov
21694,TRU VAL-INF-1/4P,CALIBRADOR P/INFLAR CAB.DOBLE VAL-INF-1/,15,B,3,A,2,B,8,B,0,Sin Mov
46282,TRU CAN-1735,CANALETA VOLTECK PLASTICA 1 VIA CAN-17,4,B,5,A,12,A,4,A,0,Sin Mov
43321,TRU CH-38X2,CANDADO HERMEX CH-38X2 HIERRO 38MM 2 PZA,6,B,6,A,0,A,7,A,0,Sin Mov
43330,TRU CH-45LX2,CANDADO HERMEX CH-45LX2 HIERRO 45MM GL 2,3,B,5,A,1,A,1,A,0,Sin Mov
27074,TRU CHB-25PL,CANDADO HERMEX CHB-25PL HIERRO 25MM LATO,5,B,4,A,6,A,5,A,0,Sin Mov
43794,TRU CHB-32L,CANDADO HERMEX CHB-32L HIERRO 32MM G.L.,3,B,4,A,3,A,6,A,0,Sin Mov
43319,TRU CHB-45,CANDADO HERMEX CHB-45 HIERRO 45MM GC,6,B,3,A,9,A,9,A,5,B
43327,TRU CHB-45L,CANDADO HERMEX CHB-45L HIERRO 45MM GL,6,B,1,A,3,A,2,A,0,Sin Mov
23516,TRU CL-30LP,CANDADO HERMEX CL-30LP BASIC 30MM LATON,6,B,2,A,7,A,4,B,0,Sin Mov
23514,TRU CL-30P,CANDADO HERMEX CL-30P BASIC 30MM LATON,5,B,2,A,3,A,4,B,0,Sin Mov
23502,TRU CM-30P,CANDADO HERMEX CM-30P BASIC 30MM LAMINAD,3,B,3,A,4,A,8,C,0,Sin Mov
29978,TRU CAREL-913P1,CARETA ELECTRONICA OSCUREC. AUTOM. CAREL,2,B,0,A,1,C,0,Sin Mov,0,Sin Mov
20630,TRU CAP-50FB,CARRETILLA LLANTA IMPONCHABLE CAP-50FB P,0,B,1,A,9,A,0,Sin Mov,0,Sin Mov
22647,TRU CAP-4NB,CARRETILLA LLANTA NEUM. 2 CAPAS CAT CAP-,1,B,3,A,10,A,0,A,0,Sin Mov
10440,TRU CAR-KID-T,CARRETILLA P/NIÑOS CAR-KID-T TRUPER,2,B,0,A,13,A,1,B,0,Sin Mov
25038,TRU CAS-BP,CASCO DE SEGURIDAD PRETUL BLANCO CAS-BP,2,B,4,A,4,A,3,B,4,Sin Mov
22805,TRU CAU-30P,CAUTIN PRETUL T/LAPIZ 30W/120V CAU-30P C,2,B,1,A,0,A,0,A,0,Sin Mov
22810,TRU CAU-60P2,CAUTIN PRETUL T/LAPIZ 60W/120V CAU-60P2,5,B,1,A,1,A,3,A,0,Sin Mov
49560,TRU PPVC-50,CEMENTO P/PVC FOSET TRANSP. SANITARIO 5,7,B,10,A,13,A,7,A,0,Sin Mov
49562,TRU PPVC-145,CEMENTO P/PVC FOSET TRANSP. SANITARIO 14,7,B,3,A,11,A,1,A,0,Sin Mov
49563,TRU PPVC-250,CEMENTO P/PVC FOSET TRANSP. SANITARIO 25,4,B,7,A,12,A,10,Sin Mov,0,Sin Mov
42027,TRU PPVCA-500,CEMENTO P/PVC HIDR. AZUL FOSET 500ML PPV,1,B,3,A,12,A,8,C,0,Sin Mov
47196,TRU CCE-4,CENTRO CARGA VOLTECK 4 UNID. EMPOT.CCE-4,1,B,2,A,4,A,4,C,0,Sin Mov
11571,TRU CO-2,CEPILLO TRUPER D/ALAMB. COPA 2 CO-2,5,B,6,A,4,A,5,A,0,Sin Mov
14186,TRU CT-608,CEPILLO TRUPER D/ALAMB. COPA TRENZADO CT,4,B,0,A,0,A,0,A,0,Sin Mov
43511,TRU CB-50IB,CERRADURA HERMEX CB-50IB BARRA FIJA IZQ,-1,B,2,A,0,A,2,A,0,Sin Mov
43455,TRU CEPO-22R,CERRADURA HERMEX CEPO-22R C/LLAVE LAT.AN,3,B,1,A,1,A,6,A,0,Sin Mov
43452,TRU CEPO-32R,CERRADURA HERMEX CEPO-32R C/LLAVE CROMO,2,B,5,A,0,A,6,A,0,Sin Mov
43596,TRU CERO-21,CERRADURA HERMEX CERO-21 SEG. LL/M LAT.,6,B,4,A,0,A,2,B,0,Sin Mov
43597,TRU CERO-22,CERRADURA HERMEX CERO-22 SEG. LL / LL L.,3,B,4,A,3,A,8,B,0,Sin Mov
23506,TRU CM-21C-P,CERRADURA PARA MUEBLE HERMEX CM-21C-P CR,4,B,10,A,10,A,4,A,0,Sin Mov
49366,TRU CE-218,CESPOL FOSET FLEXIBLE CE-218 P/LAVABO PV,2,B,1,A,2,A,2,A,0,Sin Mov
49947,TRU CE-238,CESPOL FOSET FLEXIBLE CE-238 P/LAVABO 1,4,B,3,A,14,A,0,A,0,Sin Mov
49946,TRU CE-294,CESPOL FOSET FLEXIBLE CE-294 P/FREGADERO,4,B,5,A,7,A,3,B,0,Sin Mov
12142,TRU C-3/4X8,CINCEL C/FRIO 15 3/4 X 8 C-3/4X8,2,B,5,A,10,A,4,B,6,Sin Mov
12154,TRU C-7/8X10,CINCEL C/FRIO 19 7/8 X 10 C-7/8X10,3,B,5,A,12,A,3,A,5,C
12163,TRU C-1X10,CINCEL C/FRIO 22 1 X10 C-1X10,7,B,10,A,7,A,1,B,0,Sin Mov
12503,TRU M-33A,CINTA D/AISLAR 19MMX18MTS. AMAR. M-33A T,5,B,1,A,19,A,7,A,0,Sin Mov
12505,TRU M-33Z,CINTA D/AISLAR 19MMX18MTS. AZUL M-33Z TR,3,B,4,A,18,A,9,A,0,Sin Mov
12502,TRU M-33V,CINTA D/AISLAR 19MMX18MTS. VERDE M-33V T,8,B,1,A,23,A,0,A,0,Sin Mov
